Pattern,ItemIDs,Utility,Size
ORIGIN_INDEX=ABQ + FL_WEEK=5 + O_LATITUDE=Low + OP_CARRIER=WN + CRS_ELAPSED_TIME=Low + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[940, 936, 1284, 14, 1249, 1289, 1258, 1273]",6056,8
D_WSPD=VeryLow + CRS_ELAPSED_TIME=VeryLow + O_LONGITUDE=High + D_LONGITUDE=High,"[1278, 1248, 1291, 1301]",6056,4
OP_CARRIER_FL_NUM=1135.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_DAY=26 + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=VeryLow + D_WSPD=Mid,"[230, 1082, 1222, 926, 1266, 1248, 1293, 1283, 1280]",6056,9
OP_CARRIER=YX + D_TEMP=High + O_TEMP=Low + CRS_ARR_TIME_MIN=Low + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low,"[15, 1271, 1254, 1244, 1301, 1249]",6056,6
FL_DAY=18 + DEST_INDEX=MCO + FL_WEEK=7 + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=VeryLow,"[918, 1177, 938, 1248, 1283]",6056,5
OP_CARRIER_FL_NUM=2438.0 + FL_DAY=25 + FL_WEEK=5 + OP_CARRIER=UA + CRS_ARR_TIME_MIN=VeryLow + O_TEMP=Low + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Mid + D_PRCP=VeryLow,"[473, 925, 936, 13, 1243, 1254, 1238, 1300, 1273]",6056,9
OP_CARRIER_FL_NUM=2438.0 + FL_DAY=25 + FL_WEEK=5 + OP_CARRIER=UA + CRS_ARR_TIME_MIN=VeryLow + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Mid + O_PRCP=VeryLow,"[473, 925, 936, 13, 1243, 1293, 1238, 1300, 1258]",6056,9
FL_DAY=23 + OP_CARRIER=YX + CRS_DEP_TIME_MIN=VeryLow,"[923, 15, 1238]",6056,3
OP_CARRIER_FL_NUM=2024.0 + DEST_INDEX=LGA + O_TEMP=VeryHigh + O_LATITUDE=VeryLow + O_LONGITUDE=Mid + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[391, 1170, 1257, 1283, 1290, 1280, 1258, 1273]",6056,8
CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=Low + D_LONGITUDE=High + D_PRCP=VeryLow,"[1248, 1240, 1284, 1301, 1273]",6056,5
CRS_ARR_TIME_MIN=VeryLow + D_TEMP=Mid + O_TEMP=Low + D_PRCP=VeryLow,"[1243, 1270, 1254, 1273]",6056,4
CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low + O_LONGITUDE=Mid + O_TEMP=High,"[1248, 1244, 1290, 1256]",6056,4
OP_CARRIER=YX + FL_WEEK=5 + D_TEMP=Mid + CRS_DEP_TIME_MIN=VeryLow + O_PRCP=VeryLow,"[15, 936, 1270, 1238, 1258]",6056,5
CRS_ARR_TIME_MIN=VeryLow + O_LATITUDE=VeryLow + O_TEMP=High,"[1243, 1283, 1256]",6056,3
OP_CARRIER_FL_NUM=335.0 + DEST_INDEX=SEA + FL_DAY=30 + D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=Mid + D_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=Mid + D_TEMP=Low + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[74, 1218, 930, 1282, 1245, 1297, 1240, 1269, 1256, 1258, 1273]",6056,11
OP_CARRIER_FL_NUM=1338.0 + DEST_INDEX=ORD + FL_DAY=30 + OP_CARRIER=UA + O_TEMP=Low + CRS_DEP_TIME_MIN=Mid + D_TEMP=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[262, 1194, 930, 13, 1254, 1240, 1269, 1258, 1273]",6055,9
FL_DAY=25 + D_WSPD=VeryLow + OP_CARRIER=UA + CRS_ARR_TIME_MIN=VeryLow + D_LATITUDE=VeryLow + O_TEMP=Low + CRS_DEP_TIME_MIN=VeryLow + O_WSPD=Low + D_PRCP=VeryLow,"[925, 1278, 13, 1243, 1293, 1254, 1238, 1264, 1273]",6055,9
ORIGIN_INDEX=SMF + DEST_INDEX=ATL + FL_DAY=22 + O_LONGITUDE=VeryLow + O_WSPD=High + D_LATITUDE=Low + D_LONGITUDE=High + D_PRCP=VeryLow,"[1079, 1099, 922, 1288, 1266, 1294, 1301, 1273]",6055,8
FL_DAY=25 + D_WSPD=VeryLow + OP_CARRIER=UA + CRS_ARR_TIME_MIN=VeryLow + D_TEMP=Mid + D_LATITUDE=VeryLow + O_TEMP=Low + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Mid + D_PRCP=VeryLow,"[925, 1278, 13, 1243, 1270, 1293, 1254, 1238, 1300, 1273]",6055,10
ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_DAY=26 + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_WSPD=Mid + D_PRCP=VeryLow,"[1082, 1222, 926, 1266, 1248, 1293, 1240, 1283, 1280, 1273]",6055,10
ORIGIN_INDEX=SAV + CRS_ARR_TIME_MIN=VeryLow + O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1068, 1243, 1283, 1238, 1255, 1265, 1258, 1273]",6055,8
OP_CARRIER_FL_NUM=1909.0 + DEST_INDEX=ROC + D_LONGITUDE=VeryHigh + FL_WEEK=4 + OP_CARRIER=UA + CRS_ELAPSED_TIME=VeryLow + O_TEMP=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[369, 1210, 1302, 935, 13, 1248, 1255, 1258, 1273]",6055,9
O_LONGITUDE=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1288, 1238, 1280, 1258, 1273]",6055,5
OP_CARRIER_FL_NUM=1909.0 + FL_DAY=24 + OP_CARRIER=UA + CRS_ELAPSED_TIME=VeryLow + D_TEMP=VeryLow + O_TEMP=Mid + D_PRCP=VeryLow,"[369, 924, 13, 1248, 1268, 1255, 1273]",6055,7
OP_CARRIER_FL_NUM=458.0 + FL_DAY=26 + D_WSPD=VeryLow + O_LONGITUDE=VeryLow + D_LONGITUDE=Mid + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[103, 926, 1278, 1288, 1300, 1256, 1258, 1273]",6055,8
ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_DAY=26 + FL_WEEK=6 + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_WSPD=Mid + D_PRCP=VeryLow,"[1082, 1222, 926, 937, 1266, 1248, 1240, 1283, 1280, 1273]",6055,10
DEST_INDEX=PIT + OP_CARRIER=YX + FL_WEEK=7 + O_TEMP=Low + D_TEMP=VeryLow + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + D_WSPD=Mid + O_PRCP=VeryLow,"[1200, 15, 938, 1254, 1268, 1301, 1249, 1280, 1258]",6055,9
OP_CARRIER_FL_NUM=1359.0 + CRS_ARR_TIME_MIN=High + DEST_INDEX=MCO + ORIGIN_INDEX=BOS + FL_DAY=29 + CRS_DEP_TIME_MIN=Mid + O_TEMP=High + D_PRCP=VeryLow,"[270, 1246, 1177, 958, 929, 1240, 1256, 1273]",6055,8
OP_CARRIER=YX + FL_WEEK=7 + O_TEMP=Low + CRS_DEP_TIME_MIN=Mid + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[15, 938, 1254, 1240, 1301, 1249, 1258, 1273]",6055,8
ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_DAY=26 + CRS_ARR_TIME_MIN=Mid + FL_WEEK=6 + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow,"[1082, 1222, 926, 1245, 937, 1266, 1248, 1293, 1240, 1283]",6055,10
ORIGIN_INDEX=SLC + OP_CARRIER=OO + D_TEMP=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1078, 12, 1268, 1238, 1299, 1289, 1258]",6055,7
CRS_ARR_TIME_MIN=Mid + O_WSPD=High + O_LATITUDE=VeryLow,"[1245, 1266, 1283]",6055,3
OP_CARRIER_FL_NUM=2438.0 + FL_DAY=25 + D_WSPD=VeryLow + FL_WEEK=5 + OP_CARRIER=UA + CRS_ARR_TIME_MIN=VeryLow + D_TEMP=Mid + CRS_DEP_TIME_MIN=VeryLow + O_WSPD=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[473, 925, 1278, 936, 13, 1243, 1270, 1238, 1264, 1258, 1273]",6055,11
ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_DAY=26 + CRS_ARR_TIME_MIN=Mid + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_PRCP=VeryLow,"[1082, 1222, 926, 1245, 1248, 1240, 1283, 1273]",6055,8
OP_CARRIER_FL_NUM=1338.0 + DEST_INDEX=ORD + FL_DAY=30 + OP_CARRIER=UA + D_WSPD=High + O_TEMP=Low + CRS_DEP_TIME_MIN=Mid + D_TEMP=Low + O_WSPD=Mid,"[262, 1194, 930, 13, 1281, 1254, 1240, 1269, 1265]",6055,9
OP_CARRIER_FL_NUM=1338.0 + FL_DAY=30 + OP_CARRIER=UA + O_TEMP=Low + D_LONGITUDE=Mid + O_WSPD=Mid + O_PRCP=VeryLow,"[262, 930, 13, 1254, 1300, 1265, 1258]",6055,7
OP_CARRIER_FL_NUM=1135.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + CRS_ARR_TIME_MIN=Mid + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_WSPD=Mid + D_PRCP=VeryLow,"[230, 1082, 1222, 1245, 1266, 1248, 1240, 1283, 1280, 1273]",6055,10
D_WSPD=VeryHigh + O_LONGITUDE=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_TEMP=Low + O_WSPD=Mid + O_PRCP=VeryLow,"[1282, 1288, 1238, 1269, 1265, 1258]",6055,6
O_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Low + D_PRCP=VeryLow,"[1257, 1248, 1239, 1273]",6055,4
ORIGIN_INDEX=BOS + FL_DAY=22 + FL_WEEK=4 + OP_CARRIER=WN + CRS_ELAPSED_TIME=Low + O_TEMP=High + D_WSPD=Mid,"[958, 922, 935, 14, 1249, 1256, 1280]",6055,7
OP_CARRIER_FL_NUM=2399.0 + ORIGIN_INDEX=PHL + FL_DAY=31 + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=Low + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[467, 1048, 931, 1302, 1244, 1239, 1256, 1258, 1273]",6055,9
OP_CARRIER_FL_NUM=2399.0 + FL_DAY=31 + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=Mid + CRS_ARR_TIME_MIN=Low + D_LATITUDE=Low + CRS_DEP_TIME_MIN=Low + O_WSPD=Mid + O_TEMP=High + O_PRCP=VeryLow,"[467, 931, 1302, 1250, 1244, 1294, 1239, 1265, 1256, 1258]",6055,10
OP_CARRIER_FL_NUM=1135.0 + DEST_INDEX=SJU + FL_DAY=26 + CRS_ARR_TIME_MIN=Mid + FL_WEEK=6 + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_WSPD=Mid,"[230, 1222, 926, 1245, 937, 1266, 1248, 1293, 1240, 1283, 1280]",6055,11
DEST_INDEX=ROC + FL_DAY=24 + FL_WEEK=4 + OP_CARRIER=UA + CRS_ELAPSED_TIME=VeryLow + D_TEMP=VeryLow + O_TEMP=Mid + D_PRCP=VeryLow,"[1210, 924, 935, 13, 1248, 1268, 1255, 1273]",6055,8
OP_CARRIER_FL_NUM=1359.0 + DEST_INDEX=MCO + ORIGIN_INDEX=BOS + OP_CARRIER=NK + D_LATITUDE=VeryLow + D_LONGITUDE=High + O_TEMP=High + O_PRCP=VeryLow,"[270, 1177, 958, 10, 1293, 1301, 1256, 1258]",6055,8
OP_CARRIER_FL_NUM=1359.0 + DEST_INDEX=MCO + OP_CARRIER=NK + FL_DAY=29 + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + O_TEMP=High,"[270, 1177, 10, 929, 1293, 1240, 1256]",6055,7
OP_CARRIER_FL_NUM=1135.0 + ORIGIN_INDEX=STT + FL_DAY=26 + FL_WEEK=6 + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_PRCP=VeryLow,"[230, 1082, 926, 937, 1248, 1293, 1240, 1283, 1273]",6055,9
FL_DAY=22 + OP_CARRIER=YX + D_PRCP=VeryLow,"[922, 15, 1273]",6055,3
FL_DAY=29 + O_LATITUDE=VeryHigh + OP_CARRIER=OO + CRS_DEP_TIME_MIN=Mid + D_TEMP=Low + O_LONGITUDE=Low + D_PRCP=VeryLow,"[929, 1287, 12, 1240, 1269, 1289, 1273]",6055,7
OP_CARRIER_FL_NUM=2798.0 + ORIGIN_INDEX=SFO + FL_DAY=22 + CRS_ARR_TIME_MIN=Mid + O_LONGITUDE=VeryLow + O_TEMP=Low + O_LATITUDE=Mid,"[527, 1074, 922, 1245, 1288, 1254, 1285]",6055,7
OP_CARRIER_FL_NUM=1135.0 + DEST_INDEX=SJU + FL_DAY=26 + CRS_ARR_TIME_MIN=Mid + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_WSPD=Mid + D_PRCP=VeryLow,"[230, 1222, 926, 1245, 1248, 1240, 1283, 1280, 1273]",6055,9
OP_CARRIER_FL_NUM=2024.0 + DEST_INDEX=LGA + O_TEMP=VeryHigh + D_TEMP=Mid + O_LATITUDE=VeryLow + O_LONGITUDE=Mid + D_WSPD=Mid + O_PRCP=VeryLow,"[391, 1170, 1257, 1270, 1283, 1290, 1280, 1258]",6055,8
ORIGIN_INDEX=ROA + D_TEMP=High + D_LATITUDE=Low + O_TEMP=Mid + O_LATITUDE=Mid + O_LONGITUDE=High + CRS_ELAPSED_TIME=Low + D_WSPD=Mid + D_PRCP=VeryLow,"[1063, 1271, 1294, 1255, 1285, 1291, 1249, 1280, 1273]",6054,9
FL_DAY=30 + O_WSPD=Low + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[930, 1264, 1290, 1258]",6054,4
DEST_INDEX=SEA + D_LATITUDE=VeryHigh + D_TEMP=VeryLow + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1218, 1297, 1268, 1289, 1273]",6054,5
DEST_INDEX=ROC + FL_DAY=24 + D_LONGITUDE=VeryHigh + D_LATITUDE=VeryHigh + OP_CARRIER=UA + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + O_TEMP=Mid + D_PRCP=VeryLow,"[1210, 924, 1302, 1297, 13, 1266, 1248, 1255, 1273]",6054,9
OP_CARRIER_FL_NUM=1368.0 + ORIGIN_INDEX=SJU + FL_WEEK=6 + OP_CARRIER=UA + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_LONGITUDE=Low,"[273, 1077, 937, 13, 1240, 1283, 1299]",6054,7
ORIGIN_INDEX=ROA + DEST_INDEX=ATL + O_TEMP=Mid + O_LATITUDE=Mid + O_LONGITUDE=High + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow,"[1063, 1099, 1255, 1285, 1291, 1301, 1249, 1258]",6054,8
OP_CARRIER_FL_NUM=808.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_WEEK=6 + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low + O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low,"[168, 1082, 1222, 937, 1266, 1248, 1244, 1283, 1239]",6054,9
ORIGIN_INDEX=ROA + D_TEMP=High + O_WSPD=High + O_TEMP=Mid + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1063, 1271, 1266, 1255, 1301, 1249, 1258, 1273]",6054,8
OP_CARRIER_FL_NUM=1245.0 + FL_DAY=29 + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[244, 929, 1243, 1238, 1255, 1258, 1273]",6054,7
D_TEMP=Low + OP_CARRIER=WN + O_WSPD=Low + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[1269, 14, 1264, 1290, 1258]",6054,5
O_LATITUDE=VeryHigh + O_LONGITUDE=VeryLow + O_TEMP=Mid + CRS_ELAPSED_TIME=Low + D_PRCP=VeryLow,"[1287, 1288, 1255, 1249, 1273]",6054,5
OP_CARRIER=OO + FL_WEEK=7 + CRS_ELAPSED_TIME=VeryLow,"[12, 938, 1248]",6054,3
ORIGIN_INDEX=ATL + FL_DAY=15 + O_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Low + O_LONGITUDE=High + D_WSPD=Mid + D_PRCP=VeryLow,"[948, 915, 1257, 1248, 1284, 1291, 1280, 1273]",6054,8
D_LATITUDE=Low + O_TEMP=Mid + O_WSPD=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1294, 1255, 1264, 1289, 1258]",6054,5
ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_DAY=15 + FL_WEEK=6 + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_ARR_TIME_MIN=Low + O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low,"[1082, 1222, 915, 937, 1266, 1248, 1293, 1244, 1283, 1239]",6054,10
OP_CARRIER_FL_NUM=1368.0 + ORIGIN_INDEX=SJU + FL_DAY=13 + OP_CARRIER=UA + D_TEMP=High + O_LATITUDE=VeryLow + D_LONGITUDE=Low + D_PRCP=VeryLow,"[273, 1077, 913, 13, 1271, 1283, 1299, 1273]",6054,8
O_WSPD=High + O_TEMP=Mid + O_LONGITUDE=Mid + D_PRCP=VeryLow,"[1266, 1255, 1290, 1273]",6054,4
OP_CARRIER_FL_NUM=808.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_WEEK=6 + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_ARR_TIME_MIN=Low + O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + D_PRCP=VeryLow,"[168, 1082, 1222, 937, 1248, 1293, 1244, 1283, 1239, 1273]",6054,10
OP_CARRIER_FL_NUM=1644.0 + DEST_INDEX=BTV + ORIGIN_INDEX=ORD + FL_DAY=15 + CRS_ELAPSED_TIME=Mid + D_LATITUDE=VeryHigh + OP_CARRIER=UA + FL_WEEK=7 + O_WSPD=Mid + D_PRCP=VeryLow,"[329, 1110, 1044, 915, 1250, 1297, 13, 938, 1265, 1273]",6054,10
OP_CARRIER_FL_NUM=1865.0 + DEST_INDEX=SJU + O_TEMP=VeryLow + OP_CARRIER=NK + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + O_LONGITUDE=Mid + O_WSPD=Mid,"[362, 1222, 1253, 10, 1293, 1239, 1290, 1265]",6054,8
OP_CARRIER_FL_NUM=1865.0 + DEST_INDEX=SJU + ORIGIN_INDEX=ORD + FL_DAY=13 + O_LONGITUDE=Mid + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[362, 1222, 1044, 913, 1290, 1265, 1258, 1273]",6054,8
D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low + O_LONGITUDE=High + O_PRCP=VeryLow,"[1295, 1248, 1244, 1291, 1258]",6054,5
CRS_ARR_TIME_MIN=VeryLow + D_LATITUDE=Mid + O_TEMP=Low + CRS_DEP_TIME_MIN=VeryLow + O_PRCP=VeryLow,"[1243, 1295, 1254, 1238, 1258]",6054,5
FL_WEEK=4 + CRS_ARR_TIME_MIN=VeryLow + D_TEMP=Mid + OP_CARRIER=WN + O_WSPD=Low + D_LONGITUDE=Mid + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[935, 1243, 1270, 14, 1264, 1300, 1256, 1258, 1273]",6054,9
OP_CARRIER_FL_NUM=808.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + O_TEMP=VeryHigh + FL_WEEK=6 + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_ARR_TIME_MIN=Low + O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low,"[168, 1082, 1222, 1257, 937, 1248, 1293, 1244, 1283, 1239]",6054,10
FL_WEEK=6 + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Low + D_PRCP=VeryLow,"[937, 1238, 1299, 1273]",6054,4
OP_CARRIER_FL_NUM=808.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_DAY=15 + D_WSPD=VeryLow + O_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low + O_LATITUDE=VeryLow + D_PRCP=VeryLow,"[168, 1082, 1222, 915, 1278, 1257, 1248, 1244, 1283, 1273]",6054,10
ORIGIN_INDEX=STT + FL_DAY=15 + D_WSPD=VeryLow + O_TEMP=VeryHigh + FL_WEEK=6 + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low + O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + D_PRCP=VeryLow,"[1082, 915, 1278, 1257, 937, 1266, 1248, 1244, 1283, 1239, 1273]",6054,11
ORIGIN_INDEX=ROA + O_WSPD=High + D_LATITUDE=Low + O_TEMP=Mid + O_LATITUDE=Mid + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1063, 1266, 1294, 1255, 1285, 1249, 1258, 1273]",6054,8
OP_CARRIER_FL_NUM=1251.0 + CRS_ARR_TIME_MIN=VeryLow + D_LATITUDE=Mid + D_TEMP=Mid + CRS_DEP_TIME_MIN=VeryLow + O_WSPD=Low + D_LONGITUDE=Low + D_PRCP=VeryLow,"[245, 1243, 1295, 1270, 1238, 1264, 1299, 1273]",6054,8
OP_CARRIER_FL_NUM=2456.0 + DEST_INDEX=SMF + OP_CARRIER=UA + D_LONGITUDE=VeryLow + D_LATITUDE=Mid + O_LATITUDE=VeryLow + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[478, 1224, 13, 1298, 1295, 1283, 1265, 1258, 1273]",6054,9
OP_CARRIER_FL_NUM=1359.0 + FL_DAY=29 + O_WSPD=High + CRS_DEP_TIME_MIN=Mid + D_LONGITUDE=High + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[270, 929, 1266, 1240, 1301, 1256, 1258, 1273]",6054,8
O_TEMP=VeryHigh + D_LATITUDE=Low + O_WSPD=Low + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1257, 1294, 1264, 1290, 1258, 1273]",6054,6
DEST_INDEX=SAN + D_WSPD=High + D_LONGITUDE=VeryLow + D_TEMP=Mid + D_LATITUDE=VeryLow + OP_CARRIER=WN + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[1213, 1281, 1298, 1270, 1293, 14, 1290, 1258]",6054,8
ORIGIN_INDEX=STL + O_LATITUDE=Mid + OP_CARRIER=WN + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1081, 1285, 14, 1258, 1273]",6053,5
OP_CARRIER_FL_NUM=1865.0 + DEST_INDEX=SJU + ORIGIN_INDEX=ORD + O_TEMP=VeryLow + OP_CARRIER=NK + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[362, 1222, 1044, 1253, 10, 1293, 1239, 1290, 1258]",6053,9
D_TEMP=High + CRS_ELAPSED_TIME=Low + O_WSPD=Mid + O_PRCP=VeryLow,"[1271, 1249, 1265, 1258]",6053,4
ORIGIN_INDEX=ROA + DEST_INDEX=ATL + D_LATITUDE=Low + O_TEMP=Mid + O_LATITUDE=Mid + CRS_ELAPSED_TIME=Low + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1063, 1099, 1294, 1255, 1285, 1249, 1280, 1258, 1273]",6053,9
D_WSPD=VeryLow + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_LONGITUDE=Mid + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + D_PRCP=VeryLow,"[1278, 1243, 1238, 1290, 1301, 1249, 1273]",6053,7
ORIGIN_INDEX=SEA + O_LONGITUDE=VeryLow + D_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1073, 1288, 1299, 1258, 1273]",6053,5
ORIGIN_INDEX=ROA + DEST_INDEX=ATL + D_TEMP=High + O_TEMP=Mid + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1063, 1099, 1271, 1255, 1301, 1249, 1280, 1258, 1273]",6053,9
OP_CARRIER_FL_NUM=322.0 + ORIGIN_INDEX=BOS + FL_DAY=22 + D_TEMP=High + CRS_DEP_TIME_MIN=Mid + D_LONGITUDE=High + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[68, 958, 922, 1271, 1240, 1301, 1256, 1258, 1273]",6053,9
OP_CARRIER_FL_NUM=1958.0 + ORIGIN_INDEX=BDL + DEST_INDEX=TPA + D_LATITUDE=VeryLow + O_TEMP=Low + OP_CARRIER=WN + D_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[379, 951, 1230, 1293, 1254, 14, 1301, 1258, 1273]",6053,9
FL_DAY=30 + OP_CARRIER=OO + D_LONGITUDE=Mid + O_LONGITUDE=Mid,"[930, 12, 1300, 1290]",6053,4
OP_CARRIER=HA + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[8, 1298, 1288, 1248, 1239, 1258, 1273]",6053,7
O_LATITUDE=VeryHigh + OP_CARRIER=OO + O_WSPD=Low,"[1287, 12, 1264]",6053,3
FL_DAY=23 + OP_CARRIER=YX + O_WSPD=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid + CRS_ELAPSED_TIME=Low,"[923, 15, 1263, 1238, 1255, 1249]",6053,6
OP_CARRIER_FL_NUM=1958.0 + ORIGIN_INDEX=BDL + DEST_INDEX=TPA + CRS_DEP_TIME_MIN=High + FL_DAY=28 + OP_CARRIER=WN + O_PRCP=VeryLow + D_PRCP=VeryLow,"[379, 951, 1230, 1241, 928, 14, 1258, 1273]",6053,8
